"","Location","AveExpr","CvE_D9","CvE_D80","C_D9vD80","Time","Treatment","adj.P.Val","predict"
"LOC111129995","LOC111129995",5.52720053668517,-0.0699139118147771,-0.0987357392872399,-0.64820693509666,0.0144109137362314,-0.0843248255510085,0.260537633648198,"ubiquilin-1-like"
"LOC111119372","LOC111119372",7.87237079789944,-0.221562330843716,-0.364658597310732,-0.350355603132261,0.0715481332335086,-0.293110464077224,0.260537633648198,"tyrosine-protein kinase SRK2-like"
"LOC111135069","LOC111135069",7.67726084872306,-0.0256545792003733,-0.0118627553429258,-0.256584413524527,-0.00689591192872374,-0.0187586672716495,0.260537633648198,"transmembrane protein 132E-like"
"LOC111113186","LOC111113186",6.2184642811582,0.59226098257329,0.0537125039004227,1.09418357456012,0.269274239336434,0.322986743236856,0.260537633648198,"multiple epidermal growth factor-like domains protein 10, transcript variant X1"
"LOC111127906","LOC111127906",8.81035797217021,0.147301878536299,0.20088210528391,0.449321454602986,-0.0267901133738055,0.174091991910104,0.265019535321148,"unconventional myosin-VIIb-like, transcript variant X9"
"LOC111107977","LOC111107977",3.17533728012089,1.20662469546956,0.376877269010232,0.128742926491413,0.414873713229662,0.791750982239893,0.265019535321148,"importin-9-like"
"LOC111135757","LOC111135757",9.93191538644415,-0.0193086436497278,0.239381148607482,0.768881088621885,-0.129344896128605,0.110036252478877,0.265019535321148,"uncharacterized LOC111135757"
"LOC111118582","LOC111118582",4.94246437511074,0.881741426616093,0.136091916343575,-1.66933577885052,0.372824755136259,0.508916671479834,0.2692231431885,"116 kDa U5 small nuclear ribonucleoprotein component-like"
"LOC111130001","LOC111130001",5.8881737073695,-0.271776060637543,-0.289579865775925,-0.532161481063731,0.00890190256919077,-0.280677963206734,0.2692231431885,"mucosa-associated lymphoid tissue lymphoma translocation protein 1-like"
"LOC111111761","LOC111111761",1.05899447642743,0.377721206993824,0.934269936457363,1.49059070435687,-0.27827436473177,0.655995571725594,0.2692231431885,"sodium-coupled monocarboxylate transporter 1-like, transcript variant X2"
"LOC111115965","LOC111115965",7.71540531668945,0.0972648091506487,1.11509434246156,1.17803919786155,-0.508914766655457,0.606179575806105,0.2692231431885,"skeletal aspartic acid-rich protein 2-like"
"LOC111136976","LOC111136976",5.28504915070209,-0.340358100257515,-0.157091072335285,-0.342343667740884,-0.0916335139611153,-0.2487245862964,0.2692231431885,"methionine--tRNA ligase, cytoplasmic-like"
"LOC111136983","LOC111136983",6.50376830946436,0.603648847705442,0.503739944078705,1.19722825384418,0.0499544518133686,0.553694395892074,0.2692231431885,"uncharacterized LOC111136983"
"LOC111102858","LOC111102858",2.15944812527676,0.0777079716317803,-0.21908385755615,-1.19187893713196,0.148395914593965,-0.0706879429621852,0.2692231431885,"baculoviral IAP repeat-containing protein 2-like"
"LOC111100398","LOC111100398",6.91443813636648,0.479178009758869,0.766181060656169,0.598900056784885,-0.14350152544865,0.622679535207519,0.284350238435093,"glutamate synthase 1 [NADH"
"LOC111108369","LOC111108369",4.90903290817072,0.410610832736632,-1.42047700751047,-1.42070046703512,0.915543920123552,-0.504933087386921,0.290026933851517,"eukaryotic translation initiation factor 4E type 3-like"
"LOC111133585","LOC111133585",6.37667559695296,0.0187557443113473,0.118448494389811,0.716224416074411,-0.0498463750392317,0.068602119350579,0.290026933851517,"uncharacterized LOC111133585, transcript variant X1"
"LOC111137997","LOC111137997",3.1095263955154,-0.0440790670101121,-0.185652277070844,-0.811994276404419,0.070786605030366,-0.114865672040478,0.296554122253331,"protein argonaute 3-like"
"LOC111130108","LOC111130108",6.38519905880697,0.289022483170441,0.111346335224285,0.386459616120462,0.0888380739730779,0.200184409197363,0.296554122253331,"CLK4-associating serine/arginine rich protein-like"
"LOC111108302","LOC111108302",5.901551414241,0.779993900214229,0.871146964326758,0.763391268708958,-0.0455765320562644,0.825570432270493,0.296554122253331,"uncharacterized LOC111108302"
"LOC111120925","LOC111120925",-0.119687677918761,1.75736239679984,-0.745483182445152,0.464278633580701,1.2514227896225,0.505939607177345,0.313959335056873,"mitochondrial amidoxime-reducing component 1-like"
"LOC111119482","LOC111119482",5.86086376067699,-0.730127995493977,0.59451090141154,1.47878416676463,-0.662319448452758,-0.0678085470412184,0.322108908794477,"uncharacterized LOC111119482"
"LOC111127272","LOC111127272",4.61737111302648,-0.37715907266533,-0.393745955950057,-1.04378483841092,0.00829344164236323,-0.385452514307694,0.322108908794477,"uncharacterized LOC111127272"
"LOC111113091","LOC111113091",6.84956127668692,0.222841086486672,0.687098933617682,1.25608590563823,-0.232128923565505,0.454970010052177,0.322108908794477,"laccase-like"
"LOC111121367","LOC111121367",2.66690025417188,0.31550517283303,0.550594903320331,1.02227619615619,-0.11754486524365,0.433050038076681,0.322108908794477,"uncharacterized LOC111121367, transcript variant X2"
"LOC111126675","LOC111126675",3.08988081667999,-1.4475569877767,0.769377685268787,0.925748012460521,-1.10846733652274,-0.339089651253957,0.322108908794477,"general transcription factor 3C polypeptide 5-like, transcript variant X1"
"LOC111108573","LOC111108573",5.24913070128621,0.980674750722756,0.285074821456605,-0.153507784280358,0.347799964633076,0.632874786089681,0.322108908794477,"uncharacterized LOC111108573"
"LOC111111359","LOC111111359",4.48760325011925,-1.17499627384251,-0.36887083657014,-0.114204208855887,-0.403062718636184,-0.771933555206324,0.322108908794477,"reticulophagy regulator 3-like, transcript variant X2"
"LOC111122334","LOC111122334",4.84624479798403,-0.211325807358994,0.155678958423135,0.606669082429199,-0.183502382891064,-0.0278234244679298,0.322108908794477,"dystrobrevin beta-like"
"LOC111109888","LOC111109888",2.73237209218697,-0.398498604348088,-0.0647726682712348,-0.577885768443465,-0.166862968038426,-0.231635636309661,0.333590219952823,"mannose-1-phosphate guanyltransferase beta-like"
"LOC111126442","LOC111126442",4.47508869171989,-0.401588125501587,-0.567140777626035,-0.93538233923837,0.0827763260622243,-0.484364451563811,0.342264425128845,"innexin unc-9-like"
"LOC111135149","LOC111135149",8.19707127145005,-0.00347451605015614,-0.0641073890958799,0.4187955920069,0.0303164365228619,-0.033790952573018,0.342264425128845,"arginine/serine-rich coiled-coil protein 2-like"
"LOC111128533","LOC111128533",7.07050130803719,-0.245883277257245,-0.1478843406196,-0.414549168493993,-0.0489994683188226,-0.196883808938422,0.342264425128845,"leucine-rich repeat serine/threonine-protein kinase 1-like, transcript variant X9"
"LOC111122375","LOC111122375",0.421260589568474,-1.18194651175159,0.717357978983443,1.67416849870127,-0.949652245367515,-0.232294266384072,0.342264425128845,"uncharacterized LOC111122375"
"LOC111128200","LOC111128200",3.44116536999044,-0.516771695405869,-1.91718332745894,0.123210421622534,0.700205816026537,-1.21697751143241,0.350180922147731,"uncharacterized LOC111128200"
"LOC111131795","LOC111131795",3.82834471623778,0.0129713781956093,0.132021998033282,0.681959627651537,-0.0595253099188364,0.0724966881144458,0.351122073769097,"L-threonine dehydratase catabolic TdcB-like"
"LOC111131220","LOC111131220",6.62623985692647,0.0232502780739017,0.701268095474839,1.07337080148854,-0.339008908700469,0.362259186774371,0.351122073769097,"orexin receptor type 2-like, transcript variant X1"
"LOC111123827","LOC111123827",5.72807460190676,-0.679742675814749,0.0419224736926607,0.671051769601665,-0.360832574753705,-0.318910101061044,0.351122073769097,"uncharacterized LOC111123827"
"LOC111123824","LOC111123824",3.52901352819435,0.611545272403749,0.12481458247153,0.400145585675608,0.24336534496611,0.368179927437639,0.351122073769097,NA
"LOC111113404","LOC111113404",7.39803403919548,0.234297305879024,0.214953507108012,0.373846737433555,0.00967189938550606,0.224625406493518,0.351122073769097,"integrin alpha-8-like"
"LOC111127085","LOC111127085",2.78198610428528,-0.304417883538938,-1.35234657209211,0.347827674713603,0.523964344276586,-0.828382227815524,0.351122073769097,"haloacid dehalogenase-like hydrolase domain-containing protein 2, transcript variant X1"
"LOC111118209","LOC111118209",9.8447709784388,0.830441107965765,-0.0607210523564987,0.892711996423342,0.445581080161132,0.384860027804633,0.351122073769097,"low-density lipoprotein receptor-like"
"LOC111107061","LOC111107061",5.77941029948406,0.983327907685588,-1.46449481381372,0.240270309227591,1.22391136074965,-0.240583453064065,0.351122073769097,"uncharacterized LOC111107061, transcript variant X1"
"LOC111099446","LOC111099446",6.41845295199534,-0.566029767878059,-0.00974415197894007,0.100820371397123,-0.27814280794956,-0.2878869599285,0.351122073769097,"putative serine protease K12H4.7"
"LOC111120141","LOC111120141",10.5550038784771,0.481479529281142,0.265718793989571,0.14571260520896,0.107880367645786,0.373599161635356,0.351122073769097,"actin, cytoplasmic A3-like"
"LOC111116042","LOC111116042",6.52574734572361,-0.189409799528246,-0.11377990009465,-0.413881499106111,-0.0378149497167981,-0.151594849811448,0.351122073769097,"uncharacterized protein ZC84.1-like, transcript variant X15"
"LOC111121213","LOC111121213",3.88866168119658,-0.217475249032145,-1.52258853073357,-0.880316560255059,0.652556640850711,-0.870031889882856,0.351122073769097,"cytochrome P450 4V2-like, transcript variant X2"
"LOC111113388","LOC111113388",5.52497635865289,-0.38570787688568,0.248611954614376,-0.0340562810582261,-0.317159915750028,-0.0685479611356516,0.351122073769097,"beta-galactosidase-like"
"LOC111099500","LOC111099500",0.883992410850613,1.85162449185067,0.845420864731439,0.876494754499533,0.503101813559615,1.34852267829105,0.351122073769097,"uncharacterized LOC111099500"
"LOC111125290","LOC111125290",5.20307232399959,-0.279321920598732,-0.0325397182887324,0.434426682295602,-0.123391101155,-0.155930819443732,0.351122073769097,"uncharacterized LOC111125290, transcript variant X1"
"LOC111124942","LOC111124942",6.02604325106276,-0.21135706712553,-0.176099621030207,0.572695400387006,-0.0176287230476611,-0.193728344077869,0.351122073769097,"ecotropic viral integration site 5 ortholog-like, transcript variant X5"
"LOC111130979","LOC111130979",7.6090316600194,-1.09651630966297,-0.73624480700438,-0.82941015260938,-0.180135751329293,-0.916380558333673,0.351122073769097,"arginase, hepatic-like, transcript variant X2"
"LOC111133734","LOC111133734",3.16606573947131,0.738050351811015,0.474221759435918,0.945548560192714,0.131914296187549,0.606136055623466,0.351122073769097,"monocarboxylate transporter 9-like"
"LOC111130671","LOC111130671",2.62394288795594,0.257081682322826,-0.816839861500832,0.332472568122279,0.536960771911829,-0.279879089589003,0.351122073769097,"dentin sialophosphoprotein-like"
"LOC111131694","LOC111131694",4.70727728795425,-0.607384881793461,-0.635048267073469,-0.674320496059051,0.0138316926400037,-0.621216574433465,0.351122073769097,"ribonuclease Oy-like"
"LOC111138185","LOC111138185",4.31065397235847,-0.218803529114663,-0.142457658832814,0.499767052811992,-0.0381729351409246,-0.180630593973738,0.351122073769097,"putative transporter SVOPL, transcript variant X2"
"LOC111110371","LOC111110371",3.54956257457502,-2.27877246164188,-0.788165832419264,-1.09395794362969,-0.74530331461131,-1.53346914703057,0.351122073769097,"uncharacterized LOC111110371, transcript variant X2"
"LOC111125097","LOC111125097",6.99555829369563,-0.207174094225396,-0.0340287655472862,-0.308717181679575,-0.0865726643390548,-0.120601429886341,0.352769395215612,"alpha-N-acetylgalactosaminidase-like"
"LOC111132209","LOC111132209",6.5242881950976,-0.31189782626082,0.0600471047341991,-0.356935654302049,-0.185972465497509,-0.12592536076331,0.352874461077241,"uncharacterized LOC111132209"
"LOC111135157","LOC111135157",3.3583579684589,0.139584064534122,0.450019077244855,0.724998626574914,-0.155217506355366,0.294801570889489,0.355480307318332,"electron transfer flavoprotein beta subunit lysine methyltransferase-like, transcript variant X2"
"LOC111135171","LOC111135171",8.43582188955655,0.195428372132687,-0.0236572652399296,0.203739378596824,0.109542818686308,0.0858855534463787,0.355480307318332,"CAP-Gly domain-containing linker protein 1-like, transcript variant X26"
"LOC111121725","LOC111121725",6.41639116027761,-0.790436621724165,-0.559794987274736,-0.814913462483575,-0.115320817224715,-0.675115804499451,0.355480307318332,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like"
"LOC111131864","LOC111131864",6.26761289714688,-0.320488313232401,-0.0760222658554843,-0.467596258248399,-0.122233023688458,-0.198255289543943,0.355480307318332,"la-related protein 6-like"
"LOC111135339","LOC111135339",4.77216380149595,0.335008756886343,-0.466318109267414,-1.51697204509933,0.400663433076879,-0.0656546761905354,0.355480307318332,"ATP-dependent RNA helicase DEAH12, chloroplastic-like, transcript variant X2"
"LOC111131740","LOC111131740",6.87668593404305,-0.243378588990256,-0.139236453841345,-0.278887274765339,-0.0520710675744551,-0.1913075214158,0.355480307318332,"T-complex protein 1 subunit gamma-like"
"LOC111126039","LOC111126039",4.1602521808053,-0.105832235024705,0.016002603519544,-0.790482524311421,-0.0609174192721249,-0.0449148157525809,0.355480307318332,"E3 ubiquitin-protein ligase SH3RF1-like, transcript variant X1"
"LOC111138443","LOC111138443",1.93155051361631,0.91054435133527,-0.107093694254978,0.677771124708641,0.508819022795124,0.401725328540146,0.355480307318332,"carboxypeptidase D-like, transcript variant X1"
"LOC111107512","LOC111107512",5.11915874647223,-0.159756984604061,1.0516009339863,0.419598075236594,-0.605678959295179,0.445921974691118,0.355480307318332,"protein DD3-3-like"
"LOC111130344","LOC111130344",8.37073538393314,0.0681972499814201,-0.310266358516115,-0.652124814748385,0.189231804248768,-0.121034554267347,0.355480307318332,"nuclear factor erythroid 2-related factor 2-like, transcript variant X2"
"LOC111119678","LOC111119678",7.38191117800278,0.247779901938769,0.0133543635502971,0.208553640575984,0.117212769194236,0.130567132744533,0.355480307318332,"glycogen debranching enzyme-like"
"LOC111110058","LOC111110058",1.7572802051029,0.653325239671787,-0.612565243939027,0.32187125610307,0.632945241805407,0.0203799978663805,0.357730388481439,NA
"LOC111118258","LOC111118258",3.8901818602387,-0.222450062108188,-0.201856220637101,-0.321040747936178,-0.0102969207355432,-0.212153141372645,0.357730388481439,"nuclear inhibitor of protein phosphatase 1-like"
"LOC111129284","LOC111129284",8.01244173648944,-0.406296958021479,0.118835245153942,-0.315230223989176,-0.262566101587711,-0.143730856433768,0.357730388481439,"deleted in malignant brain tumors 1 protein-like"
"LOC111104590","LOC111104590",1.17642694805789,1.41384506204959,1.88671933288053,-0.180512468781059,-0.236437135415466,1.65028219746506,0.357730388481439,"uncharacterized LOC111104590, transcript variant X4"
"LOC111100399","LOC111100399",6.78482871845916,0.385678065173374,0.572722599326778,0.635400480519499,-0.0935222670767022,0.479200332250076,0.357730388481439,"putative glutamate synthase [NADPH"
"LOC111101287","LOC111101287",3.36334326640568,0.514616992800229,1.0217291029346,0.696794191926578,-0.253556055067184,0.768173047867413,0.363530308111946,"ES1 protein homolog, mitochondrial-like"
"LOC111136147","LOC111136147",6.46620385803709,-0.286407661513243,-0.119071838864302,-0.202184703939782,-0.0836679113244703,-0.202739750188773,0.363530308111946,"LIM domain-binding protein 2-like, transcript variant X3"
"LOC111125248","LOC111125248",3.39296285513578,0.753920949151739,0.402473992961346,-0.316699384409753,0.175723478095197,0.578197471056543,0.363530308111946,"lymphocyte-specific helicase-like"
"LOC111100583","LOC111100583",8.58198452261714,0.257337381634811,0.395636282256838,0.514583361704213,-0.0691494503110137,0.326486831945824,0.363530308111946,"ceruloplasmin-like"
"LOC111118210","LOC111118210",3.06505847525789,1.49421681345957,0.0323617538306071,0.883409867738935,0.73092752981448,0.763289283645087,0.363530308111946,"7,8-dihydro-8-oxoguanine triphosphatase-like, transcript variant X3"
"LOC111104860","LOC111104860",1.9270962960094,-0.253345660845173,1.30293469211776,1.99391539902852,-0.778140176481468,0.524794515636295,0.363530308111946,"uncharacterized LOC111104860"
"LOC111108124","LOC111108124",7.78826486434638,0.0713069797486598,0.140150108038124,0.268579785077199,-0.0344215641447319,0.105728543893392,0.363530308111946,"IQ motif and SEC7 domain-containing protein 2-like, transcript variant X5"
"LOC111122501","LOC111122501",5.7923038718083,0.835255053688707,0.700588949212499,-0.81043622488825,0.0673330522381042,0.767922001450603,0.363530308111946,"persulfide dioxygenase ETHE1, mitochondrial-like, transcript variant X1"
"LOC111129334","LOC111129334",5.63683222329844,0.191014441411207,0.272680698629693,0.418183448683123,-0.0408331286092429,0.23184757002045,0.363530308111946,"regulator of G-protein signaling 7-like, transcript variant X9"
"LOC111107283","LOC111107283",3.37516404602888,-0.0613869581702455,-0.088068792513643,-0.841552362956519,0.0133409171716987,-0.0747278753419442,0.363530308111946,"uncharacterized LOC111107283"
"LOC111127932","LOC111127932",2.92976936478295,-1.60930402737037,-0.132845639525397,-0.351324390940919,-0.738229193922489,-0.871074833447886,0.363530308111946,"solute carrier family 25 member 46-like"
"LOC111103837","LOC111103837",2.25068097880519,-0.495110877815995,-0.660692132592473,-1.15828456279562,0.0827906273882388,-0.577901505204234,0.363530308111946,"uncharacterized LOC111103837"
"LOC111110876","LOC111110876",3.20770882974309,-3.5225376465606,-0.133544471094852,-0.587513150617015,-1.69449658773287,-1.82804105882772,0.363530308111946,"uncharacterized LOC111110876, transcript variant X1"
"LOC111124612","LOC111124612",3.06996214620597,0.260981815760338,0.126639082076783,0.622268564888814,0.0671713668417775,0.193810448918561,0.363530308111946,"uncharacterized LOC111124612, transcript variant X1"
"LOC111131327","LOC111131327",3.1513647916843,0.3178748933055,0.366298896571943,0.570654131022352,-0.0242120016332215,0.342086894938722,0.363530308111946,"mitochondrial genome maintenance exonuclease 1-like"
"LOC111103225","LOC111103225",6.69079162367538,-0.177692377555611,0.239321663442062,0.713631069980016,-0.208507020498836,0.0308146429432252,0.363530308111946,"uncharacterized LOC111103225"
"LOC111116156","LOC111116156",4.04887214581445,0.658183277963846,0.982967857389431,-0.557662617754822,-0.162392289712792,0.820575567676639,0.363530308111946,"solute carrier family 28 member 3-like, transcript variant X3"
"LOC111106050","LOC111106050",3.43123868899938,-1.1877067976521,-0.262466279369304,-1.1090928826381,-0.462620259141398,-0.725086538510703,0.363530308111946,"protein shisa-5-like"
"LOC111123964","LOC111123964",8.13105647703515,-0.00517062417010017,0.229958209720117,0.42207909832733,-0.117564416945108,0.112393792775008,0.363530308111946,"kelch-like protein 5, transcript variant X6"
"LOC111117194","LOC111117194",2.92591646799109,-0.920852445683963,2.15387509794609,-1.20477721488346,-1.53736377181503,0.616511326131064,0.363530308111946,"uncharacterized LOC111117194"
"LOC111125624","LOC111125624",3.58977426781633,-1.17420285838138,-0.285824058940961,-0.273627519665692,-0.444189399720209,-0.73001345866117,0.36982229522847,"uncharacterized LOC111125624, transcript variant X1"
"LOC111107427","LOC111107427",3.30525103784601,0.8091184892554,-0.324622435398531,-0.354701674636854,0.566870462326966,0.242248026928434,0.36982229522847,"DNA excision repair protein ERCC-1-like, transcript variant X3"
"LOC111120004","LOC111120004",3.12387083516434,-0.164020771314703,-0.037499235512338,-0.616471898313779,-0.0632607679011823,-0.10076000341352,0.36982229522847,"uncharacterized LOC111120004"
"LOC111111603","LOC111111603",4.36986367381258,-0.789287734119715,1.18712713118073,0.272712174622484,-0.988207432650222,0.198919698530507,0.374179382255071,"kielin/chordin-like protein"
"LOC111103655","LOC111103655",6.78417717184118,0.0716803305187685,0.2204396799226,0.507227385728251,-0.0743796747019156,0.146060005220684,0.374179382255071,"arginine/serine-rich protein PNISR-like, transcript variant X1"
"LOC111137933","LOC111137933",3.80066667435953,-0.287190894945737,-0.432760204639939,0.826371455137806,0.0727846548471009,-0.359975549792838,0.374179382255071,"hemicentin-1-like, transcript variant X1"
